approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
NT92,Gutvik Fiskemottak A/L (Mattilsynet #NT92),Gutvik Fiskemottak A/L,Norway,,Gutvik,"nan, 7993 Gutvik, Norway",65.0835525,11.8351851,7,"7993 Gutvik, Norway",FFPP,,,,,972591106,approved,true,documentation_verified,Mattilsynet approved establishment #NT92. Scope: Fresh fishery products processing. Business #972591106.
NT143,Rørvik Fisk As (Mattilsynet #NT143),Rørvik Fisk As,Norway,,Rørvik,"Avd. Vandsøya Postboks 213, 7901 Rørvik, Norway",64.8621,11.2373,7,"7901 Telemark, Norway","FFPP, FFPP-P",,,,,884084652,approved,true,documentation_verified,"Mattilsynet approved establishment #NT143. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #884084652."
NT145,Sinkaberg Drift As Fabrikk (Mattilsynet #NT145),Sinkaberg Drift As Fabrikk,Norway,,Rørvik,"Marøyvegen 110, 7900 Rørvik, Norway",64.854023,11.247196,10,"Marøyvegen 110, 7900 Rørvik, Norway","FFPP-P, FFPP-SA",,,,,976544366,approved,true,documentation_verified,"Mattilsynet approved establishment #NT145. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture. Business #976544366."
NT168,Rørvik Fiskemat As (Mattilsynet #NT168),Rørvik Fiskemat As,Norway,,Rørvik,"Nyvegen 62, 7900 Rørvik, Norway",64.8533089,11.2179938,10,"Nyvegen 62, 7900 Rørvik, Norway",PP,,,,,979848374,approved,true,documentation_verified,Mattilsynet approved establishment #NT168. Scope: Processing plant. Business #979848374.
NT169,Rørvik Fisk As (Mattilsynet #NT169),Rørvik Fisk As,Norway,,Rørvik,"Fryseriet, 7900 Rørvik, Norway",64.9162,10.9387,7,"7900 Telemark, Norway","FFPP, FFPP-P, PP-SA",,,,,884084652,approved,true,documentation_verified,"Mattilsynet approved establishment #NT169. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA. Business #884084652."
NT171,Rørvik Fisk As (Mattilsynet #NT171),Rørvik Fisk As,Norway,,Rørvik,"Fryseriet, 7900 Rørvik, Norway",64.9162,10.9387,7,"7900 Telemark, Norway","FFPP, FFPP-P, PP, RW",,,,,884084652,approved,true,documentation_verified,"Mattilsynet approved establishment #NT171. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Rewrapping/relabelling. Business #884084652."
NT200,Aakervik M As (Mattilsynet #NT200),Aakervik M As,Norway,,Namsos,"Havnegata 16, 7800 Namsos, Norway",64.4669072,11.4943847,10,"Havnegata 16, 7800 Namsos, Norway",FFPP,,,,,971654910,approved,true,documentation_verified,Mattilsynet approved establishment #NT200. Scope: Fresh fishery products processing. Business #971654910.
NT290,Sagamat As (Mattilsynet #NT290),Sagamat As,Norway,,Steinkjer,"Smibekkv.2, 7717 Steinkjer, Norway",64.0819,11.6392,7,"7717 Telemark, Norway",PP,,,,,979709994,approved,true,documentation_verified,Mattilsynet approved establishment #NT290. Scope: Processing plant. Business #979709994.
NT330,Aakervik M As (Mattilsynet #NT330),Aakervik M As,Norway,,Namsos,"Havnegata 16, 7800 Namsos, Norway",64.4669072,11.4943847,10,"Havnegata 16, 7800 Namsos, Norway",FFPP,,,,,971654910,approved,true,documentation_verified,Mattilsynet approved establishment #NT330. Scope: Fresh fishery products processing. Business #971654910.
NT814,Gjert'S Gourmet As (Mattilsynet #NT814),Gjert'S Gourmet As,Norway,,Rørvik,"Lauvøyvågveien 11, 7900 Rørvik, Norway",64.9199194,11.3162861,10,"Lauvøyvågveien 11, 7900 Rørvik, Norway",PP,,,,,913841042,approved,true,documentation_verified,Mattilsynet approved establishment #NT814. Scope: Processing plant. Business #913841042.
NT815,Havfruene.  As (Mattilsynet #NT815),Havfruene.  As,Norway,,Inderøy,"Sundsøya 20, 7670 Inderøy, Norway",63.8660689,11.303449,10,"Sundsøya 20, 7670 Inderøy, Norway",PP-MA,,,,,888173552,approved,true,documentation_verified,Mattilsynet approved establishment #NT815. Scope: Processing plant - marine animal products. Business #888173552.
NT817,Namdal Seafood As (Mattilsynet #NT817),Namdal Seafood As,Norway,,Fosslandsosen,"Skorstadvegen 558, 7819 Fosslandsosen, Norway",64.5804466,11.1884526,10,"Skorstadvegen 558, 7819 Fosslandsosen, Norway","FFPP, FFPP-P, FFPP-S",,,,,919072415,approved,true,documentation_verified,"Mattilsynet approved establishment #NT817. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, FFPP-S. Business #919072415."
O57,Ph Thorstensen As (Mattilsynet #O57),Ph Thorstensen As,Norway,,Oslo,"Akershusstranda 23, 150.0 Oslo, Norway",59.902974,10.740326,10,"Akershusstranda 23, 0150 Oslo, Norway","FFPP-P, PP-C, PP-M",,,,,971781505,approved,true,documentation_verified,"Mattilsynet approved establishment #O57. Scope: Fresh fishery products processing - pelagic, Processing plant - crustacean, Processing plant - mollusc. Business #971781505."
O70,Lerøy Norge As Avd Laks&Vilt Oslo (Mattilsynet #O70),Lerøy Norge As Avd Laks&Vilt Oslo,Norway,,Oslo,"Stanseveien 33, 976.0 Oslo, Norway",59.950352,10.884123,10,"Stanseveien 33, 0976 Oslo, Norway","FFPP, FFPP-P, PP, PP-C, PP-SA, RW",,,,,971725044,approved,true,documentation_verified,"Mattilsynet approved establishment #O70. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, PP-SA, Rewrapping/relabelling. Business #971725044."
O98,Orkla Health As  Avd Peter Møller (Mattilsynet #O98),Orkla Health As  Avd Peter Møller,Norway,,Oslo,"Peter Møllers Vei 13, 585.0 Oslo, Norway",59.931983,10.794692,10,"Peter Møllers vei 13, 0585 Oslo, Norway",PP-MA,,,,,973062255,approved,true,documentation_verified,Mattilsynet approved establishment #O98. Scope: Processing plant - marine animal products. Business #973062255.
O107,Lofotprodukt Oslo Produksjon As (Mattilsynet #O107),Lofotprodukt Oslo Produksjon As,Norway,,Oslo,"Akerhusstranda 1, 150.0 Oslo, Norway",59.91273,10.74609,3,"Oslo, Oslo County, Norway","FFPP, FFPP-P, PP, PP-C, RW",,,,,971687282,approved,true,documentation_verified,"Mattilsynet approved establishment #O107. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, Rewrapping/relabelling. Business #971687282."
O109,Sjømathuset As Avd Produksjon Oslo (Mattilsynet #O109),Sjømathuset As Avd Produksjon Oslo,Norway,,Oslo,"Sven Oftedalsvei 10, 950.0 Oslo, Norway",59.943478,10.85795,10,"Sven Oftedals vei 10, 0950 Oslo, Norway","FFPP, FFPP-P, PP, PP-C, PP-SA, RW",,,,,986518533,approved,true,documentation_verified,"Mattilsynet approved establishment #O109. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, PP-SA, Rewrapping/relabelling. Business #986518533."
O209,Sjømat As (Mattilsynet #O209),Sjømat As,Norway,,Oslo,"Akershusstranda 23, 150.0 Oslo, Norway",59.902974,10.740326,10,"Akershusstranda 23, 0150 Oslo, Norway","FFPP, FFPP-P, PP",,,,,982756510,approved,true,documentation_verified,"Mattilsynet approved establishment #O209. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #982756510."
O264,Ambo Europe As (Mattilsynet #O264),Ambo Europe As,Norway,,Østerås,"Vestjordet 14, 1361 Østerås, Norway",59.946291,10.610276,10,"Vestjordet 14, 1361 Østerås, Norway",PP-MA,,,,,890062512,approved,true,documentation_verified,Mattilsynet approved establishment #O264. Scope: Processing plant - marine animal products. Business #890062512.
O269,Fredriks Røkeri As (Mattilsynet #O269),Fredriks Røkeri As,Norway,,Oslo,"Akershusstranda 23, 150.0 Oslo, Norway",59.902974,10.740326,10,"Akershusstranda 23, 0150 Oslo, Norway",PP,,,,,921346387,approved,true,documentation_verified,Mattilsynet approved establishment #O269. Scope: Processing plant. Business #921346387.
O270,Vippetangen Fisk & Kolonial As (Mattilsynet #O270),Vippetangen Fisk & Kolonial As,Norway,,Oslo,"Akershusstranda 23, 150.0 Oslo, Norway",59.902974,10.740326,10,"Akershusstranda 23, 0150 Oslo, Norway",RW,,,,,920702880,approved,true,documentation_verified,Mattilsynet approved establishment #O270. Scope: Rewrapping/relabelling. Business #920702880.
O273,Umami Lab Oslo As (Mattilsynet #O273),Umami Lab Oslo As,Norway,,Oslo,"Akershusstranda 23, 150.0 Oslo, Norway",59.902974,10.740326,10,"Akershusstranda 23, 0150 Oslo, Norway",PP,,,,,932829762,approved,true,documentation_verified,Mattilsynet approved establishment #O273. Scope: Processing plant. Business #932829762.
OP213,Smakfullt Storkjøkken As (Mattilsynet #OP213),Smakfullt Storkjøkken As,Norway,,Hunndalen,"Damsletta 7, 2827 Hunndalen, Norway",60.776495,10.6391121,10,"Damsletta 7, 2827 Hunndalen, Norway","FFPP, FFPP-P, MSM, PP, PP-C, PP-KL, PP-M, PP-SA, PP-ST, RW",,,,,992278528,approved,true,documentation_verified,"Mattilsynet approved establishment #OP213. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, MSM, Processing plant, Processing plant - crustacean, PP-KL, Processing plant - mollusc, PP-SA, Processing plant - smoked/traditional, Rewrapping/relabelling. Business #992278528."
OP214,Zymtech Life Science As (Mattilsynet #OP214),Zymtech Life Science As,Norway,,Lesja,"Jakup B. Klukstads Veg 16, 2665 Lesja, Norway",62.1182183,8.8659472,10,"Jakup B. Klukstads veg 16, 2665 Lesja, Norway",PP-MA,,,,,920670261,approved,true,documentation_verified,Mattilsynet approved establishment #OP214. Scope: Processing plant - marine animal products. Business #920670261.
R12,Seagarden As Avd Avaldsnes (Mattilsynet #R12),Seagarden As Avd Avaldsnes,Norway,,Avaldsnes,"Husøyvegen 278, 4262 Avaldsnes, Norway",59.336505,5.303551,10,"Husøyvegen 278, 4262 Avaldsnes, Norway",PP-MA,,,,,977253179,approved,true,documentation_verified,Mattilsynet approved establishment #R12. Scope: Processing plant - marine animal products. Business #977253179.
R13,Pelagia Karmsund Fiskemel (Mattilsynet #R13),Pelagia Karmsund Fiskemel,Norway,,Avaldsnes,"Husøyvegen 283, 4262 Avaldsnes, Norway",59.3441759,5.2834811,9,"Husøyvegen, 4262 Avaldsnes, Norway",FFPP,,,,,971654945,approved,true,documentation_verified,Mattilsynet approved establishment #R13. Scope: Fresh fishery products processing. Business #971654945.
R16,Mowi Nutrition Hjelmeland (Mattilsynet #R16),Mowi Nutrition Hjelmeland,Norway,,Hjelmeland,"Hundsnesveien 151, 4130 Hjelmeland, Norway",59.2205162,6.121088,10,"Hundsnesvegen 151, 4130 Hjelmeland, Norway","FFPP-P, PP-MA",,,,,973519034,approved,true,documentation_verified,"Mattilsynet approved establishment #R16. Scope: Fresh fishery products processing - pelagic, Processing plant - marine animal products. Business #973519034."
R40,Fonn Egersund As (Mattilsynet #R40),Fonn Egersund As,Norway,,Haugesund,"Kleivastø 15, 5538 Haugesund, Norway",59.3899099,5.2928803,10,"Kleivastø 15, 5538 Haugesund, Norway",FFPP,,,,,974100290,approved,true,documentation_verified,Mattilsynet approved establishment #R40. Scope: Fresh fishery products processing. Business #974100290.
R51,Domstein Sjømat As Avd Stavanger (Mattilsynet #R51),Domstein Sjømat As Avd Stavanger,Norway,,Randaberg,"Tangen 6, 4072 Randaberg, Norway",58.9996533,5.6570151,10,"Tangen 6, 4072 Randaberg, Norway","FFPP, FFPP-P, PP-C, RW",,,,,875969692,approved,true,documentation_verified,"Mattilsynet approved establishment #R51. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant - crustacean, Rewrapping/relabelling. Business #875969692."
R57,K-Fisk As (Mattilsynet #R57),K-Fisk As,Norway,,Sævelandsvik,"Sveholmvegen 10, 4275 Sævelandsvik, Norway",59.269448,5.191804,10,"Sveholmvegen 10, 4275 Sævelandsvik, Norway","FFPP, FFPP-P, PP-C",,,,,984673981,approved,true,documentation_verified,"Mattilsynet approved establishment #R57. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant - crustacean. Business #984673981."
R63,Yrkje Fiskemottak As (Mattilsynet #R63),Yrkje Fiskemottak As,Norway,,Skjoldastraumen,"Yrkje, 5567 Skjoldastraumen, Norway",59.4333,5.6167,7,"5567 Oppland, Norway",FFPP,,,,,973314416,approved,true,documentation_verified,Mattilsynet approved establishment #R63. Scope: Fresh fishery products processing. Business #973314416.
R68,Sildakongen Produksjon As (Mattilsynet #R68),Sildakongen Produksjon As,Norway,,Avaldsnes,"Husøyvegen 163c, 4262 Avaldsnes, Norway",59.341013,5.292205,10,"Husøyvegen 163C, 4262 Avaldsnes, Norway",PP,,,,,972149608,approved,true,documentation_verified,Mattilsynet approved establishment #R68. Scope: Processing plant. Business #972149608.
R79,Pelagia Karmøy (Mattilsynet #R79),Pelagia Karmøy,Norway,,Avaldsnes,"Husøyvegen 265, 4262 Avaldsnes, Norway",59.337933,5.3010509,10,"Husøyvegen 265, 4262 Avaldsnes, Norway","FFPP, FFPP-P",,,,,972173487,approved,true,documentation_verified,"Mattilsynet approved establishment #R79. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #972173487."
R87,Karmsund Næringsmiddelbygg As (Mattilsynet #R87),Karmsund Næringsmiddelbygg As,Norway,,Avaldsnes,"Husøyvegen 228, 4262 Avaldsnes, Norway",59.341766,5.302053,10,"Husøyvegen 228, 4262 Avaldsnes, Norway","FFPP, FFPP-P, PP, PP-C",,,,,987057998,approved,true,documentation_verified,"Mattilsynet approved establishment #R87. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean. Business #987057998."
R88,Skude Fryseri As (Mattilsynet #R88),Skude Fryseri As,Norway,,Skudeneshavn,"Kaigata 102, 4280 Skudeneshavn, Norway",59.146135,5.268121,10,"Kaigata 102, 4280 Skudeneshavn, Norway","FFPP, PP, PP-C",,,,,971768762,approved,true,documentation_verified,"Mattilsynet approved establishment #R88. Scope: Fresh fishery products processing, Processing plant, Processing plant - crustacean. Business #971768762."
R92,Rennesøy Reker As (Mattilsynet #R92),Rennesøy Reker As,Norway,,Rennesøy,"Daleveien 47, 4150 Rennesøy, Norway",59.0954983,5.7022536,10,"Daleveien 47, 4150 Rennesøy, Norway",FFPP,,,,,979192479,approved,true,documentation_verified,Mattilsynet approved establishment #R92. Scope: Fresh fishery products processing. Business #979192479.
R98,Mikals Laks As (Mattilsynet #R98),Mikals Laks As,Norway,,Skiftun,"Jøsnesvegen 142, 4146 Skiftun, Norway",59.274779,6.1532592,10,"Jøsnesvegen 142, 4146 Skiftun, Norway",PP,,,,,982037859,approved,true,documentation_verified,Mattilsynet approved establishment #R98. Scope: Processing plant. Business #982037859.
R106,"Grieg Seafood Rogaland As, Avd Erfjord Stamfisk (Mattilsynet #R106)","Grieg Seafood Rogaland As, Avd Erfjord Stamfisk",Norway,,Erfjord,"Kilavågen, 4233 Erfjord, Norway",59.35,6.2167,7,"4233 Oppland, Norway","FFPP, FFPP-SA",,,,,972117269,approved,true,documentation_verified,"Mattilsynet approved establishment #R106. Scope: Fresh fishery products processing, Fresh fishery products processing - salmon/aquaculture. Business #972117269."
R107,Rennesøy Fisk Og Skalldyr Mottak (Mattilsynet #R107),Rennesøy Fisk Og Skalldyr Mottak,Norway,,Bru,"V/Tor Bernhard Harestad, 4158 Bru, Norway",59.0333,5.65,7,"4158 Oppland, Norway",FFPP,,,,,978001092,approved,true,documentation_verified,Mattilsynet approved establishment #R107. Scope: Fresh fishery products processing. Business #978001092.
R110,Mowi Avd Ryfisk (Mattilsynet #R110),Mowi Avd Ryfisk,Norway,,Hjelmeland,"Hundsnesvegen 151, 4130 Hjelmeland, Norway",59.2205162,6.121088,10,"Hundsnesvegen 151, 4130 Hjelmeland, Norway","FFPP-P, FFPP-SA",,,,,972347256,approved,true,documentation_verified,"Mattilsynet approved establishment #R110. Scope: Fresh fishery products processing - pelagic, Fresh fishery products processing - salmon/aquaculture. Business #972347256."
R111,Sterling Processing As (Mattilsynet #R111),Sterling Processing As,Norway,,Randaberg,"Mekjarvik 20, 4072 Randaberg, Norway",59.021824,5.614405,10,"Mekjarvik 20, 4072 Randaberg, Norway","FFPP-P, PP",,,,,927492938,approved,true,documentation_verified,"Mattilsynet approved establishment #R111. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #927492938."
R114,Grieg Seafood Rogaland As Avd Stjernelaks (Mattilsynet #R114),Grieg Seafood Rogaland As Avd Stjernelaks,Norway,,Sjernarøy,"Sjernarøyvegen 22, 4170 Sjernarøy, Norway",59.226975,5.851814,10,"Sjernarøyvegen 22, 4170 Sjernarøy, Norway",FFPP-SA,,,,,972079561,approved,true,documentation_verified,Mattilsynet approved establishment #R114. Scope: Fresh fishery products processing - salmon/aquaculture. Business #972079561.
R129,Sirevaag As (Mattilsynet #R129),Sirevaag As,Norway,,Sirevåg,"Vågen 42, 4364 Sirevåg, Norway",58.5044457,5.7964118,10,"Vågen 42, 4364 Sirevåg, Norway","FFPP, FFPP-P, PP",,,,,974102374,approved,true,documentation_verified,"Mattilsynet approved establishment #R129. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #974102374."
R131,Pelagia Sirevåg (Mattilsynet #R131),Pelagia Sirevåg,Norway,,Sirevåg,"Oddane 2, 4364 Sirevåg, Norway",58.505497,5.793044,10,"Oddane 2, 4364 Sirevåg, Norway","FFPP, FFPP-P, PP",,,,,972291005,approved,true,documentation_verified,"Mattilsynet approved establishment #R131. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #972291005."
R141,Fonn Egersund As (Mattilsynet #R141),Fonn Egersund As,Norway,,Egersund,"Lindøyveien 92, 4373 Egersund, Norway",58.4526413,5.9964543,10,"Lindøyveien 92, 4373 Egersund, Norway","FFPP, FFPP-P, PP, PP-C, PP-SA",,,,,974100290,approved,true,documentation_verified,"Mattilsynet approved establishment #R141. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - crustacean, PP-SA. Business #974100290."
