approval_no,name,company_name,country,region,city,address,latitude,longitude,geocode_confidence,geocode_formatted,scope,primary_species,email,phone,website,business_no,status,verified,verification_level,admin_notes
T602,Tromsø Fiskemat As (Mattilsynet #T602),Tromsø Fiskemat As,Norway,,Tromsø,"Postboks 3366, 9276 Tromsø, Norway",69.685,19.0035,7,"9276 Vest-Agder, Norway","FFPP-P, PP, RW",,,,,972258148,approved,true,documentation_verified,"Mattilsynet approved establishment #T602. Scope: Fresh fishery products processing - pelagic, Processing plant, Rewrapping/relabelling. Business #972258148."
T823,Straumvang As (Mattilsynet #T823),Straumvang As,Norway,,Engenes,"V/ Arnt K. Simonsen, 9455 Engenes, Norway",68.9211,17.135,7,"9455 Vest-Agder, Norway",FFPP-P,,,,,978364888,approved,true,documentation_verified,Mattilsynet approved establishment #T823. Scope: Fresh fishery products processing - pelagic. Business #978364888.
T1065,Johansen Jan Ivar (Mattilsynet #T1065),Johansen Jan Ivar,Norway,,Kråkrøhamn,"Ibestadveien 917, 9453 Kråkrøhamn, Norway",68.8314985,17.3727728,10,"Ibestadveien 917, 9453 Kråkrøhamn, Norway",PP-ST,,,,,978562086,approved,true,documentation_verified,Mattilsynet approved establishment #T1065. Scope: Processing plant - smoked/traditional. Business #978562086.
T1068,Jarle Kiil (Mattilsynet #T1068),Jarle Kiil,Norway,,Rotsund,"Slottet, 9153 Rotsund, Norway",69.7833,20.6,7,"9153 Vest-Agder, Norway","FFPP, FFPP-P, PP, PP-SA, PP-ST",,,,,874063762,approved,true,documentation_verified,"Mattilsynet approved establishment #T1068. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, PP-SA, Processing plant - smoked/traditional. Business #874063762."
T1073,Eide Handel As (Mattilsynet #T1073),Eide Handel As,Norway,,Kvaløysletta,"Eidkjosen, 9100 Kvaløysletta, Norway",62.0,10.0,1,Norway,"FFPP, FFPP-P, PP",,,,,971957816,approved,true,documentation_verified,"Mattilsynet approved establishment #T1073. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant. Business #971957816."
T1078,Seagarden As   Avd Senjahopen (Mattilsynet #T1078),Seagarden As   Avd Senjahopen,Norway,,Senjahopen,"Mefjordveien 1537, 9386 Senjahopen, Norway",69.496838,17.490895,10,"Mefjordveien 1537, 9386 Senjahopen, Norway",PP-MA,,,,,989584758,approved,true,documentation_verified,Mattilsynet approved establishment #T1078. Scope: Processing plant - marine animal products. Business #989584758.
T1079,Karls Fisk & Skalldyr As (Mattilsynet #T1079),Karls Fisk & Skalldyr As,Norway,,Oldervik,"Oldervikveien 451, 9034 Oldervik, Norway",69.7575481,19.6656091,10,"Oldervikvegen 451, 9034 Oldervik, Norway","FFPP, FFPP-P, PP, PP-ST",,,,,985811008,approved,true,documentation_verified,"Mattilsynet approved establishment #T1079. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, Processing plant, Processing plant - smoked/traditional. Business #985811008."
T1080,Halvors Tradisjonsfisk As (Mattilsynet #T1080),Halvors Tradisjonsfisk As,Norway,,Tromsø,"Håndverkerveien 7b, 9018 Tromsø, Norway",69.695713,19.011733,10,"Håndverkervegen 7B, 9018 Tromsø, Norway",PP,,,,,982494060,approved,true,documentation_verified,Mattilsynet approved establishment #T1080. Scope: Processing plant. Business #982494060.
T1081,Havbruksstasjonen I Tromsø As (Mattilsynet #T1081),Havbruksstasjonen I Tromsø As,Norway,,Kårvik,"nan, 9131 Kårvik, Norway",69.8691854,18.9240388,7,"Inner-Kårvika, 9131 Kårvik, Norway","FFPP, FFPP-P",,,,,980913147,approved,true,documentation_verified,"Mattilsynet approved establishment #T1081. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic. Business #980913147."
T1094,Karlsøybruket As (Mattilsynet #T1094),Karlsøybruket As,Norway,,Vannvåg,"Vannavalen, 9135 Vannvåg, Norway",70.0667,20.0,7,"9135 Vest-Agder, Norway","FFPP, FFPP-P, PP-KL, PP-MA, PP-SA, PP-ST",,,,,993376299,approved,true,documentation_verified,"Mattilsynet approved establishment #T1094. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-KL, Processing plant - marine animal products, PP-SA, Processing plant - smoked/traditional. Business #993376299."
T1095,Karlsøybruket As (Mattilsynet #T1095),Karlsøybruket As,Norway,,Vannvåg,"nan, 9135 Vannvåg, Norway",70.0725413,19.981975,7,"9135 Vannvåg, Norway","FFPP, PP, PP-SA",,,,,993376299,approved,true,documentation_verified,"Mattilsynet approved establishment #T1095. Scope: Fresh fishery products processing, Processing plant, PP-SA. Business #993376299."
T1100,Servicenord Engros As (Mattilsynet #T1100),Servicenord Engros As,Norway,,Harstad,"Stangnesterminalen 2f, 9409 Harstad, Norway",68.7791765,16.5886586,10,"Stangnesterminalen 2F, 9409 Harstad, Norway",FFPP-P,,,,,971880473,approved,true,documentation_verified,Mattilsynet approved establishment #T1100. Scope: Fresh fishery products processing - pelagic. Business #971880473.
T1107,Torfinn Hansen (Mattilsynet #T1107),Torfinn Hansen,Norway,,Sørreisa,"Smørsgård, 9310 Sørreisa, Norway",69.1471094,18.0561565,7,"Smørsgård, Troms, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1107. Scope: Processing plant - smoked/traditional.
T1108,Lars Olai Johansen (Mattilsynet #T1108),Lars Olai Johansen,Norway,,Grovfjord,"Gloen 86, 9446 Grovfjord, Norway",68.6759556,17.1313389,10,"Gloen 86, 9446 Grovfjord, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1108. Scope: Processing plant - smoked/traditional.
T1110,Egil Antonsen (Mattilsynet #T1110),Egil Antonsen,Norway,,Tovik,"Tovikstrand, 9445 Tovik, Norway",68.6736,16.89,7,"9445 Vest-Agder, Norway",PP-ST,,,,,923907769,approved,true,documentation_verified,Mattilsynet approved establishment #T1110. Scope: Processing plant - smoked/traditional. Business #923907769.
T1112,Ståle Pettersen (Mattilsynet #T1112),Ståle Pettersen,Norway,,Sørreisa,"Elvelund 24, 9310 Sørreisa, Norway",69.1830959,18.0597567,10,"Elvelund 24, 9310 Sørreisa, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1112. Scope: Processing plant - smoked/traditional.
T1115,Jarle Cedly Johansen (Mattilsynet #T1115),Jarle Cedly Johansen,Norway,,Moen,"Navaren 81, 9321 Moen, Norway",69.326087,18.5697039,10,"Navaren 81, 9321 Moen, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1115. Scope: Processing plant - smoked/traditional.
T1116,Ole-Martin Karlsen (Mattilsynet #T1116),Ole-Martin Karlsen,Norway,,Harstad,"Storbergveien 13, 9402 Harstad, Norway",68.8530976,16.4895061,10,"Storbergveien 13, 9402 Harstad, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1116. Scope: Processing plant - smoked/traditional.
T1117,Per Inge Eliseussen (Mattilsynet #T1117),Per Inge Eliseussen,Norway,,Kråkrøhamn,"Ibestadveien 362, 9453 Kråkrøhamn, Norway",68.8649289,17.4678904,10,"Ibestadveien 362, 9453 Kråkrøhamn, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1117. Scope: Processing plant - smoked/traditional.
T1118,Norvald Nicolaisen (Mattilsynet #T1118),Norvald Nicolaisen,Norway,,Grovfjord,"Hågen 17, 9446 Grovfjord, Norway",68.6789021,17.119661,10,"Hågen 17, 9446 Grovfjord, Norway",PP-ST,,,,,980815579,approved,true,documentation_verified,Mattilsynet approved establishment #T1118. Scope: Processing plant - smoked/traditional. Business #980815579.
T1119,Evald Andreassen (Mattilsynet #T1119),Evald Andreassen,Norway,,Kaldfarnes,"Sifjord, 9395 Kaldfarnes, Norway",69.2839,17.0028,7,"9395 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1119. Scope: Processing plant - smoked/traditional.
T1120,Sigfred Johannes Olsen (Mattilsynet #T1120),Sigfred Johannes Olsen,Norway,,Birtavarre,"Kåfjorddalen, 9147 Birtavarre, Norway",69.4938,20.8321,7,"9147 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1120. Scope: Processing plant - smoked/traditional.
T1123,Aronsen Odd-Verner (Mattilsynet #T1123),Aronsen Odd-Verner,Norway,,Svensby,"Toften, 9064 Svensby, Norway",69.653734,19.820921,9,"Toften, Ullsfjordveien, Lyngen, Norway",PP-ST,,,,,977970563,approved,true,documentation_verified,Mattilsynet approved establishment #T1123. Scope: Processing plant - smoked/traditional. Business #977970563.
T1124,Arvid Sverre Johansen (Mattilsynet #T1124),Arvid Sverre Johansen,Norway,,Moen,"Navaren, 9321 Moen, Norway",69.1304,18.6123,7,"9321 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1124. Scope: Processing plant - smoked/traditional.
T1128,Hansen Odd G (Mattilsynet #T1128),Hansen Odd G,Norway,,Lyngseidet,"Nedre Jensvoll 11, 9060 Lyngseidet, Norway",69.564945,20.222097,10,"Nedre Jensvoll vei 11, 9060 Lyngseidet, Norway",PP-ST,,,,,977943558,approved,true,documentation_verified,Mattilsynet approved establishment #T1128. Scope: Processing plant - smoked/traditional. Business #977943558.
T1130,Nordnesfisk As (Mattilsynet #T1130),Nordnesfisk As,Norway,,Samuelsberg,"Nordnes, 9144 Samuelsberg, Norway",69.55,20.5333,7,"9144 Vest-Agder, Norway",PP-ST,,,,,980662365,approved,true,documentation_verified,Mattilsynet approved establishment #T1130. Scope: Processing plant - smoked/traditional. Business #980662365.
T1131,Jan Hansen (Mattilsynet #T1131),Jan Hansen,Norway,,Skjervøy,"Spellemannsdalen 20, 9180 Skjervøy, Norway",70.0291338,20.9561055,10,"Spellemannsdalen 20, 9180 Skjervøy, Norway",PP-ST,,,,,977966779,approved,true,documentation_verified,Mattilsynet approved establishment #T1131. Scope: Processing plant - smoked/traditional. Business #977966779.
T1132,Willy Jensen (Mattilsynet #T1132),Willy Jensen,Norway,,Tromsdalen,"Skavåsen 29, 9020 Tromsdalen, Norway",69.631667,18.963086,10,"Skavåsen 29, 9020 Tromsdalen, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1132. Scope: Processing plant - smoked/traditional.
T1134,Olsen Arne (Mattilsynet #T1134),Olsen Arne,Norway,,Burfjord,"nan, 9161 Burfjord, Norway",69.9378704,22.0518668,7,"9161 Burfjord, Norway",PP-ST,,,,,873700572,approved,true,documentation_verified,Mattilsynet approved establishment #T1134. Scope: Processing plant - smoked/traditional. Business #873700572.
T1136,Gamst Terje (Mattilsynet #T1136),Gamst Terje,Norway,,Skjervøy,"Boks 376, 9189 Skjervøy, Norway",70.0336172,20.974752,7,"9180 Skjervøy, Norway",PP-ST,,,,,917560862,approved,true,documentation_verified,Mattilsynet approved establishment #T1136. Scope: Processing plant - smoked/traditional. Business #917560862.
T1139,John E Olsen (Mattilsynet #T1139),John E Olsen,Norway,,Skjervøy,"Vorterøy, 9180 Skjervøy, Norway",69.9407925,20.6436834,8,"Vorterøya, Skjervøy, Troms, Norway",PP-ST,,,,,993664375,approved,true,documentation_verified,Mattilsynet approved establishment #T1139. Scope: Processing plant - smoked/traditional. Business #993664375.
T1140,Kjell Nilsen (Mattilsynet #T1140),Kjell Nilsen,Norway,,Kjøtta,"Kjøtta 60, 9424 Kjøtta, Norway",68.873823,16.694397,10,"Kjøtta 60, 9424 Kjøtta, Norway",PP-ST,,,,,978236197,approved,true,documentation_verified,Mattilsynet approved establishment #T1140. Scope: Processing plant - smoked/traditional. Business #978236197.
T1141,Kåre Olsen As (Mattilsynet #T1141),Kåre Olsen As,Norway,,Burfjord,"nan, 9161 Burfjord, Norway",69.9378704,22.0518668,7,"9161 Burfjord, Norway",PP-ST,,,,,919244461,approved,true,documentation_verified,Mattilsynet approved establishment #T1141. Scope: Processing plant - smoked/traditional. Business #919244461.
T1142,Karl Arne Olsen (Mattilsynet #T1142),Karl Arne Olsen,Norway,,Burfjord,"nan, 9161 Burfjord, Norway",69.9378704,22.0518668,7,"9161 Burfjord, Norway",PP-ST,,,,,994299999,approved,true,documentation_verified,Mattilsynet approved establishment #T1142. Scope: Processing plant - smoked/traditional. Business #994299999.
T1144,Jan Johansen Fiskebåt (Mattilsynet #T1144),Jan Johansen Fiskebåt,Norway,,Skjervøy,"Vorterøyveien 92, 9180 Skjervøy, Norway",69.978286,20.658589,10,"Vorterøyveien 92, 9180 Skjervøy, Norway",PP-ST,,,,,976119800,approved,true,documentation_verified,Mattilsynet approved establishment #T1144. Scope: Processing plant - smoked/traditional. Business #976119800.
T1147,Ansgar Eilif Hansen (Mattilsynet #T1147),Ansgar Eilif Hansen,Norway,,Samuelsberg,"Løkvoll, 9144 Samuelsberg, Norway",69.55,20.5333,7,"9144 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1147. Scope: Processing plant - smoked/traditional.
T1148,Nils Samuelsen (Mattilsynet #T1148),Nils Samuelsen,Norway,,Birtavarre,"nan, 9147 Birtavarre, Norway",69.4949552,20.8319007,7,"9147 Birtavarre, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1148. Scope: Processing plant - smoked/traditional.
T1149,Gunnar Anton Fredlund (Mattilsynet #T1149),Gunnar Anton Fredlund,Norway,,Samuelsberg,"Grønnmyrveien 1, 9144 Samuelsberg, Norway",69.541045,20.539444,10,"Grønnmyrveien 1, 9144 Samuelsberg, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1149. Scope: Processing plant - smoked/traditional.
T1150,Kristoffersen Hugo (Mattilsynet #T1150),Kristoffersen Hugo,Norway,,Rossfjordstraumen,"Jøvik, 9302 Rossfjordstraumen, Norway",62.0,10.0,1,Norway,PP-ST,,,,,978150985,approved,true,documentation_verified,Mattilsynet approved establishment #T1150. Scope: Processing plant - smoked/traditional. Business #978150985.
T1153,Kjell Ivar Johan Lilleng (Mattilsynet #T1153),Kjell Ivar Johan Lilleng,Norway,,Engenes,"Straumbotnveien 38, 9455 Engenes, Norway",68.9097419,17.1975615,10,"Straumbotnveien 38, 9455 Engenes, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1153. Scope: Processing plant - smoked/traditional.
T1154,Hallgeir Noralf Nilsen (Mattilsynet #T1154),Hallgeir Noralf Nilsen,Norway,,Engenes,"Andørjaveien 2074, 9455 Engenes, Norway",68.9157272,17.2058825,10,"Andørjaveien 2074, 9455 Engenes, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1154. Scope: Processing plant - smoked/traditional.
T1155,Harry Konrad Adolfsen (Mattilsynet #T1155),Harry Konrad Adolfsen,Norway,,Skjervøy,"Verftsveien 16, 9180 Skjervøy, Norway",70.0322851,20.9644397,10,"Verftsveien 16, 9180 Skjervøy, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1155. Scope: Processing plant - smoked/traditional.
T1157,Jarle Olsen (Mattilsynet #T1157),Jarle Olsen,Norway,,Spildra,"nan, 9185 Spildra, Norway",69.9968714,21.6835721,8,"Spildra, Dunvik, 9185 Spildra, Norway",PP-ST,,,,,878135172,approved,true,documentation_verified,Mattilsynet approved establishment #T1157. Scope: Processing plant - smoked/traditional. Business #878135172.
T1158,Trond Hågensen As (Mattilsynet #T1158),Trond Hågensen As,Norway,,Skjervøy,"Postboks 286, 9189 Skjervøy, Norway",70.0336172,20.974752,7,"9180 Skjervøy, Norway",PP-ST,,,,,978576974,approved,true,documentation_verified,Mattilsynet approved establishment #T1158. Scope: Processing plant - smoked/traditional. Business #978576974.
T1159,Larsen Olav Fredrik (Mattilsynet #T1159),Larsen Olav Fredrik,Norway,,Moen,"Navaren, 9321 Moen, Norway",69.1304,18.6123,7,"9321 Vest-Agder, Norway",PP-ST,,,,,978366015,approved,true,documentation_verified,Mattilsynet approved establishment #T1159. Scope: Processing plant - smoked/traditional. Business #978366015.
T1162,Jarle Myrhaug (Mattilsynet #T1162),Jarle Myrhaug,Norway,,Birtavarre,"nan, 9147 Birtavarre, Norway",69.4949552,20.8319007,7,"9147 Birtavarre, Norway",PP-ST,,,,,977539293,approved,true,documentation_verified,Mattilsynet approved establishment #T1162. Scope: Processing plant - smoked/traditional. Business #977539293.
T1164,Gamst Steinar (Mattilsynet #T1164),Gamst Steinar,Norway,,Birtavarre,"Langnesbukt, 9147 Birtavarre, Norway",69.4938,20.8321,7,"9147 Vest-Agder, Norway",PP-ST,,,,,974067927,approved,true,documentation_verified,Mattilsynet approved establishment #T1164. Scope: Processing plant - smoked/traditional. Business #974067927.
T1165,Helge Magne Pedersen (Mattilsynet #T1165),Helge Magne Pedersen,Norway,,Birtavarre,"Langnes, 9147 Birtavarre, Norway",69.4938,20.8321,7,"9147 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1165. Scope: Processing plant - smoked/traditional.
T1167,Ole Leon Hanssen (Mattilsynet #T1167),Ole Leon Hanssen,Norway,,Brøstadbotn,"Dyrøyveien 588, 9311 Brøstadbotn, Norway",69.0551262,17.5366341,10,"Dyrøyveien 588, 9311 Brøstadbotn, Norway",PP-ST,,,,,993922447,approved,true,documentation_verified,Mattilsynet approved establishment #T1167. Scope: Processing plant - smoked/traditional. Business #993922447.
T1170,Arnold Jensen (Mattilsynet #T1170),Arnold Jensen,Norway,,Storslett,"Myrslett, 9151 Storslett, Norway",69.7678,21.0247,7,"9151 Vest-Agder, Norway",PP-ST,,,,,969614960,approved,true,documentation_verified,Mattilsynet approved establishment #T1170. Scope: Processing plant - smoked/traditional. Business #969614960.
T1171,Terje Solås (Mattilsynet #T1171),Terje Solås,Norway,,Storslett,"Straumfjordnes, 9151 Storslett, Norway",69.7678,21.0247,7,"9151 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1171. Scope: Processing plant - smoked/traditional.
T1173,Spindaj (Mattilsynet #T1173),Spindaj,Norway,,Spildra,"Dunvik, 9185 Spildra, Norway",69.9962,21.6822,7,"9185 Vest-Agder, Norway","FFPP, PP, PP-ST",,,,,986163034,approved,true,documentation_verified,"Mattilsynet approved establishment #T1173. Scope: Fresh fishery products processing, Processing plant, Processing plant - smoked/traditional. Business #986163034."
T1176,Egil Andersen (Mattilsynet #T1176),Egil Andersen,Norway,,Sørstraumen,"Badderen, 9162 Sørstraumen, Norway",69.8402,21.8679,7,"9162 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1176. Scope: Processing plant - smoked/traditional.
T1179,Odd Isaksen (Mattilsynet #T1179),Odd Isaksen,Norway,,Sørstraumen,"Badderen, 9162 Sørstraumen, Norway",69.8402,21.8679,7,"9162 Vest-Agder, Norway",PP-ST,,,,,980918963,approved,true,documentation_verified,Mattilsynet approved establishment #T1179. Scope: Processing plant - smoked/traditional. Business #980918963.
T1181,Arnold Mikkelsen (Mattilsynet #T1181),Arnold Mikkelsen,Norway,,Storslett,"Stornes, 9151 Storslett, Norway",69.7678,21.0247,7,"9151 Vest-Agder, Norway",PP-ST,,,,,969267632,approved,true,documentation_verified,Mattilsynet approved establishment #T1181. Scope: Processing plant - smoked/traditional. Business #969267632.
T1182,Arnt Torleif Johansen (Mattilsynet #T1182),Arnt Torleif Johansen,Norway,,Birtavarre,"Kåfjorddalen, 9147 Birtavarre, Norway",69.4938,20.8321,7,"9147 Vest-Agder, Norway",PP-ST,,,,,878236092,approved,true,documentation_verified,Mattilsynet approved establishment #T1182. Scope: Processing plant - smoked/traditional. Business #878236092.
T1183,Gudmund H Samuelsen (Mattilsynet #T1183),Gudmund H Samuelsen,Norway,,Birtavarre,"nan, 9147 Birtavarre, Norway",69.4949552,20.8319007,7,"9147 Birtavarre, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1183. Scope: Processing plant - smoked/traditional.
T1184,Arne Samuelsen (Mattilsynet #T1184),Arne Samuelsen,Norway,,Rotsund,"Rotsundveien 988, 9153 Rotsund, Norway",69.7753877,20.5810459,10,"Rotsundveien 988, 9153 Rotsund, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1184. Scope: Processing plant - smoked/traditional.
T1185,Bjørg Solveig Johansen (Mattilsynet #T1185),Bjørg Solveig Johansen,Norway,,Skjervøy,"Vorterøy, 9189 Skjervøy, Norway",69.9407925,20.6436834,8,"Vorterøya, Skjervøy, Troms, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1185. Scope: Processing plant - smoked/traditional.
T1186,Simon Per Petter Fallmyr (Mattilsynet #T1186),Simon Per Petter Fallmyr,Norway,,Harstad,"Stornesveien 368, 9402 Harstad, Norway",68.8530324,16.4887564,10,"Stornesveien 368, 9402 Harstad, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1186. Scope: Processing plant - smoked/traditional.
T1187,Slottet Fiskebåtrederi As (Mattilsynet #T1187),Slottet Fiskebåtrederi As,Norway,,Rotsund,"Slottet, 9153 Rotsund, Norway",69.7833,20.6,7,"9153 Vest-Agder, Norway",PP-ST,,,,,984211635,approved,true,documentation_verified,Mattilsynet approved establishment #T1187. Scope: Processing plant - smoked/traditional. Business #984211635.
T1188,Jan Kåre Karlsen (Mattilsynet #T1188),Jan Kåre Karlsen,Norway,,Storslett,"Skarpsno 14, 9151 Storslett, Norway",69.7612374,21.0169991,10,"Skarpsno 14, 9151 Storslett, Norway",PP-ST,,,,,978115098,approved,true,documentation_verified,Mattilsynet approved establishment #T1188. Scope: Processing plant - smoked/traditional. Business #978115098.
T1189,Svein Asbjørn Berg (Mattilsynet #T1189),Svein Asbjørn Berg,Norway,,Sørkjosen,"Øvre Baisit 7, 9152 Sørkjosen, Norway",69.7868299,20.9428362,10,"Øvre Baisit 7, 9152 Sørkjosen, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1189. Scope: Processing plant - smoked/traditional.
T1190,Steffensen Maritim As (Mattilsynet #T1190),Steffensen Maritim As,Norway,,Skjervøy,"Postboks 203, 9189 Skjervøy, Norway",70.0336172,20.974752,7,"9180 Skjervøy, Norway",PP-ST,,,,,986752323,approved,true,documentation_verified,Mattilsynet approved establishment #T1190. Scope: Processing plant - smoked/traditional. Business #986752323.
T1191,Po Myrvoll As (Mattilsynet #T1191),Po Myrvoll As,Norway,,Birtavarre,"Melen, 9147 Birtavarre, Norway",69.4938,20.8321,7,"9147 Vest-Agder, Norway",PP-ST,,,,,997986962,approved,true,documentation_verified,Mattilsynet approved establishment #T1191. Scope: Processing plant - smoked/traditional. Business #997986962.
T1192,Bioform As (Mattilsynet #T1192),Bioform As,Norway,,Sørreisa,"Bjørgaveien 2, 9310 Sørreisa, Norway",69.13189,18.04951,10,"Bjørgaveien 2, 9310 Sørreisa, Norway","FFPP-P, PP-MA",,,,,981549147,approved,true,documentation_verified,"Mattilsynet approved establishment #T1192. Scope: Fresh fishery products processing - pelagic, Processing plant - marine animal products. Business #981549147."
T1195,Kasper Villiam Johannessen (Mattilsynet #T1195),Kasper Villiam Johannessen,Norway,,Storslett,"Oksfjordhamn, 9151 Storslett, Norway",69.7678,21.0247,7,"9151 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1195. Scope: Processing plant - smoked/traditional.
T1198,Roger A Pedersen (Mattilsynet #T1198),Roger A Pedersen,Norway,,Spildra,"Dunvik, 9185 Spildra, Norway",69.9962,21.6822,7,"9185 Vest-Agder, Norway",PP-ST,,,,,978050352,approved,true,documentation_verified,Mattilsynet approved establishment #T1198. Scope: Processing plant - smoked/traditional. Business #978050352.
T1199,Kristian Ingolf Solstad (Mattilsynet #T1199),Kristian Ingolf Solstad,Norway,,Samuelsberg,"Øvermyra, 9144 Samuelsberg, Norway",69.55,20.5333,7,"9144 Vest-Agder, Norway",PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1199. Scope: Processing plant - smoked/traditional.
T1200,Arnfinn Pedersen (Mattilsynet #T1200),Arnfinn Pedersen,Norway,,Arnøyhamn,"Langfjord, 9192 Arnøyhamn, Norway",70.0667,20.6667,7,"9192 Vest-Agder, Norway",PP-ST,,,,,978255612,approved,true,documentation_verified,Mattilsynet approved establishment #T1200. Scope: Processing plant - smoked/traditional. Business #978255612.
T1201,Pavel Vavrina (Mattilsynet #T1201),Pavel Vavrina,Norway,,Burfjord,"Stajord, 9161 Burfjord, Norway",69.9394724,22.0095374,9,"Stajordveien, 9161 Burfjord, Norway",PP-ST,,,,,998747457,approved,true,documentation_verified,Mattilsynet approved establishment #T1201. Scope: Processing plant - smoked/traditional. Business #998747457.
T1205,Arctic Filet As (Mattilsynet #T1205),Arctic Filet As,Norway,,Torsken,"Værnesveien 101, 9381 Torsken, Norway",69.336079,17.090874,10,"Værnesveien 101, 9381 Torsken, Norway","FFPP-P, PP",,,,,995345781,approved,true,documentation_verified,"Mattilsynet approved establishment #T1205. Scope: Fresh fishery products processing - pelagic, Processing plant. Business #995345781."
T1208,Kjækan Gård - Trond Jensen (Mattilsynet #T1208),Kjækan Gård - Trond Jensen,Norway,,Sørstraumen,"Kjækan, 9162 Sørstraumen, Norway",69.8402,21.8679,7,"9162 Vest-Agder, Norway","FFPP, FFPP-P, PP-SA, PP-ST",,,,,993702897,approved,true,documentation_verified,"Mattilsynet approved establishment #T1208. Scope: Fresh fishery products processing, Fresh fishery products processing - pelagic, PP-SA, Processing plant - smoked/traditional. Business #993702897."
T1210,Trond Bjørnar Johnsen (Mattilsynet #T1210),Trond Bjørnar Johnsen,Norway,,Sørstraumen,"Dorras, 9162 Sørstraumen, Norway",69.8402,21.8679,7,"9162 Vest-Agder, Norway",PP-ST,,,,,896914502,approved,true,documentation_verified,Mattilsynet approved establishment #T1210. Scope: Processing plant - smoked/traditional. Business #896914502.
T1229,Hans Tore Simonsen (Mattilsynet #T1229),Hans Tore Simonsen,Norway,,Krokelvdalen,"Tønsvikvegen 1174, 9022 Krokelvdalen, Norway",69.7647004,19.2070622,10,"Tønsvikvegen 1174, 9023 Krokelvdalen, Norway",PP-ST,,,,,979879857,approved,true,documentation_verified,Mattilsynet approved establishment #T1229. Scope: Processing plant - smoked/traditional. Business #979879857.
T1231,Vatnan Slipp (Mattilsynet #T1231),Vatnan Slipp,Norway,,Hansnes,"Vatnan, 9130 Hansnes, Norway",69.9624,19.6186,7,"9130 Vest-Agder, Norway",PP-ST,,,,,973354205,approved,true,documentation_verified,Mattilsynet approved establishment #T1231. Scope: Processing plant - smoked/traditional. Business #973354205.
T1232,Pettersen Steinar (Mattilsynet #T1232),Pettersen Steinar,Norway,,Hansnes,"Dåfjord, 9130 Hansnes, Norway",69.9624,19.6186,7,"9130 Vest-Agder, Norway",PP-ST,,,,,972505021,approved,true,documentation_verified,Mattilsynet approved establishment #T1232. Scope: Processing plant - smoked/traditional. Business #972505021.
T1234,Alf Johan Hemmingsen (Mattilsynet #T1234),Alf Johan Hemmingsen,Norway,,Kvaløysletta,"Alf Johan Hemmingsen, 9100 Kvaløysletta, Norway",62.0,10.0,1,Norway,PP-ST,,,,,,approved,true,documentation_verified,Mattilsynet approved establishment #T1234. Scope: Processing plant - smoked/traditional.
