approval_no,plant_name,company,address,town_region,country,scope,expiry_date,business_no
VL25,Kloster Laks As,Kloster Laks As,"Eidsnesvegen 22, 5455.0 Halsnøy Kloster, Norway",Halsnøy Kloster,Norway,"FFPP-P, PP",,926032208.0
VL26,Eplenakkjen Røykeri As,Eplenakkjen Røykeri As,"Apalehaugen23b, 5412.0 Stord, Norway",Stord,Norway,"FFPP-P, PP",,925754196.0
VL29,Babord Pure As,Babord Pure As,"Nedrevegen 108, 6710.0 Raudeberg, Norway",Raudeberg,Norway,FFPP-P,,929997239.0
VL33,Seibas As,Seibas As,"Økland 12, 5384.0 Torangsvåg, Norway",Torangsvåg,Norway,"FFPP-P, FFPP-SA",,930508586.0
VL34,Seistar Prosessfartøy As,Seistar Prosessfartøy As,"Austevollshellevegen 67, 5384.0 Torangsvåg, Norway",Torangsvåg,Norway,FFPP-SA,,994212923.0
VL35,Frøy Akvaressurs As,Frøy Akvaressurs As,"Nordfrøyveien 213, 7260.0 Sistranda, Norway",Sistranda,Norway,FFPP-SA,,913050967.0
VL36,Modesta Mat As,Modesta Mat As,"Skuteviksbodene 1, 5035.0 Bergen, Norway",Bergen,Norway,PP,,926532243.0
VL43,Firda Harvest,Firda Harvest,"Grimevegen 234, 5970.0 Byrknesøy, Norway",Byrknesøy,Norway,FFPP-SA,,926900889.0
VL56,Vestbjørn As,Vestbjørn As,"C/O Morten Lysvold Nilsen, 5397.0 Bekkjarvik, Norway",Bekkjarvik,Norway,"FFPP-S, FFPP-SA",,929256395.0
VL59,Hardanger Seafood As Avd Bømlo,Hardanger Seafood As Avd Bømlo,"Hovlandsvegen 270, 5443.0 Bømlo, Norway",Bømlo,Norway,"FFPP-P, FFPP-SA, RW",,976173074.0
VL64,Samlaks As,Samlaks As,"Leiro 33, 5640.0 Eikelandsosen, Norway",Eikelandsosen,Norway,FFPP-SA,,926511483.0
VL65,Sjøprodukt As,Sjøprodukt As,"Kalvøyna 8, 6729.0 Kalvåg, Norway",Kalvåg,Norway,FFPP-SA,,920424201.0
VL70,First Seafood As Avd Godvik,First Seafood As Avd Godvik,"Leirvikflaten 13, 5179.0 Godvik, Norway",Godvik,Norway,FFPP-P,,932493721.0
VL71,Sjøprodukt As,Sjøprodukt As,"Kalvøyna 8, 6729.0 Kalvåg, Norway",Kalvåg,Norway,"FFPP-S, FFPP-SA",,920424201.0
VL76,Eide Brandasund As Avd Brandasund,Eide Brandasund As Avd Brandasund,"Brandasundvegen 359, 5423.0 Brandasund, Norway",Brandasund,Norway,"FFPP-P, FFPP-SA",,872084142.0
VL77,Tauroa As,Tauroa As,"Hovlandsvegen 18, 5443.0 Bømlo, Norway",Bømlo,Norway,FFPP-SA,,936422934.0
VL114,Domstein Fish As,Domstein Fish As,"Sjøgata 44, 6700.0 Måløy, Norway",Måløy,Norway,"FFPP, FFPP-P",,985152012.0
VL187,Nordhordland Fisk As   Avd Brødrene Larsen,Nordhordland Fisk As   Avd Brødrene Larsen,"Kalvøyna 10, 6729.0 Kalvåg, Norway",Kalvåg,Norway,"FFPP, FFPP-P, PP",,930261807.0
VT12,Sjøkrepsen As,Sjøkrepsen As,"Ormeletveien 89, 3145.0 Tjøme, Norway",Tjøme,Norway,FFPP-P,,916887949.0
ØF50,Fjordfisk As Avd Utgårdskilen,Fjordfisk As Avd Utgårdskilen,"Utgårdskilen 4-6, 1684.0 Vesterøy, Norway",Vesterøy,Norway,"FFPP, FFPP-P",,974994046.0
ØF55,Brødrene Skogen Fiskehandel As,Brødrene Skogen Fiskehandel As,"Engelsvikenveien 6, 1628.0 Engelsviken, Norway",Engelsviken,Norway,FFPP,,971612487.0
ØF56,Fjordfisk As   Avd Skjærhalden,Fjordfisk As   Avd Skjærhalden,"Båthavna 12, 1680.0 Skjærhalden, Norway",Skjærhalden,Norway,FFPP,,914474329.0
ØF70,Tistedal Delikatesse As,Tistedal Delikatesse As,"Georg Feydts Gate 20, 1792.0 Tistedal, Norway",Tistedal,Norway,FFPP-P,,975390594.0
ØF220,Salatmestern As,Salatmestern As,"Pancoveien 16, 1624.0 Gressvik, Norway",Gressvik,Norway,PP,,971629533.0
ØF468,Pharmatech As,Pharmatech As,"Vallehellene 4, 1664.0 Rolvsøy, Norway",Rolvsøy,Norway,PP-MA,,984388314.0
ØF474,Mills As Avd Fredrikstad,Mills As Avd Fredrikstad,"Borgarveien 24, 1633.0 Gamle Fredrikstad, Norway",Gamle Fredrikstad,Norway,PP,,973083082.0
ØF477,Constellation Cln Fredrikstad,Constellation Cln Fredrikstad,"Borg Havnevei 12, 1630.0 Gamle Fredrikstad, Norway",Gamle Fredrikstad,Norway,RW,,993937819.0
ØF485,Orkla Foods Norge As Avd Stabburet Fredrikstad,Orkla Foods Norge As Avd Stabburet Fredrikstad,"Stabburveien 22, 1617.0 Fredrikstad, Norway",Fredrikstad,Norway,PP,,973072927.0
440,Findus Norge As Avd Gro Industrier Fabrikk Hedrum,Findus Norge As Avd Gro Industrier Fabrikk Hedrum,"Elveveien 110, 3271.0 Larvik, Norway",Larvik,Norway,PP,,973100319.0
450,Orkla Foods Norge As Avd Elverum,Orkla Foods Norge As Avd Elverum,"Fasanvegen 41, 2406.0 Elverum, Norway",Elverum,Norway,PP,,973088866.0
1874,Matprodusenten As,Matprodusenten As,"Borgeskogen 45c, 3160.0 Stokke, Norway",Stokke,Norway,PP,,992260580.0
1876,Miss Gin Garden As,Miss Gin Garden As,"Hofveien 6, 3092.0 Sundbyfoss, Norway",Sundbyfoss,Norway,PP,,920621163.0
2701,Trenogmat As,Trenogmat As,"Kaarbyveien 35, 3092.0 Sundbyfoss, Norway",Sundbyfoss,Norway,PP,,818161042.0
2825,Gate Gorumet Norway As Unit Bergen,Gate Gorumet Norway As Unit Bergen,"Flyplassvegen 439, 5258.0 Blomsterdalen, Norway",Blomsterdalen,Norway,"PP, PP-C, PP-M",,974225484.0
2860,Helse Førde Hf Førde Sentralsjukehus,Helse Førde Hf Førde Sentralsjukehus,"Svanehaugvegen 2, 6812.0 Førde, Norway",Førde,Norway,PP,,974744570.0
2868,Newrest Norway As,Newrest Norway As,"Thor Heyerdahls Veg 138, 2060.0 Gardermoen, Norway",Gardermoen,Norway,PP,,912540197.0
2903,Gate Gourmet Norway As Avd Gardermoen,Gate Gourmet Norway As Avd Gardermoen,"Tryggve Grans Veg 15, 2060.0 Gardermoen, Norway",Gardermoen,Norway,"PP, PP-C, PP-M",,973066137.0
2996,Kirkens Bymisjon Storkjøkken Sandnes,Kirkens Bymisjon Storkjøkken Sandnes,"Hoveveien 9, 4306.0 Sandnes, Norway",Sandnes,Norway,"FFPP-P, PP",,934295498.0
3012,Ssp Gardermoen,Ssp Gardermoen,"Edvard Munchs Veg, 2060.0 Gardermoen, Norway",Gardermoen,Norway,PP,,973550136.0
3031,Bordgleder Kinn Kommune Kf,Bordgleder Kinn Kommune Kf,"Hjellegata 2, 6905.0 Florø, Norway",Florø,Norway,PP,,986836136.0
3055,Unikum Inkludering As,Unikum Inkludering As,"Waldemar Thranes Gate 98, 175.0 Oslo, Norway",Oslo,Norway,PP,,926115138.0
