approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
PEF.71.0102.16,DAMSA ENTREPOSAGE,DAMSA ENTREPOSAGE,LOT 21 ET 22 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,27.18064,-13.06349,9,"Laayoune, Morocco"
PEF.25.0036.14,DAR RAHA CONSTRUCTION,DAR RAHA CONSTRUCTION,"LOTISSEMENT AL HOUDA, LOT N° 467E,Q.I DE TASSILA AGADIR",AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.25.5112.18,DAUPHIN PECHE,DAUPHIN PECHE,PARCELLE N 48 NOUVEAU PORT AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1498,DELIMAR,DELIMAR,ROUTE DE L OCEAN QI ANZA AGADIR BP 6145-CP 70014 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
6044,DELIMAR II,DELIMAR II,LOT B 606 ZONE INDUSTRIELLE AIT MELLOUL AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
6340,DELIMAR III,DELIMAR III,LOT B 610 ZONE INDUSTRIELLE AIT MELLOUL AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1354,DELTA FISH,DELTA FISH,45-47 IMM N° 64 AVENUE DAKHLA HAY EL INARA Z I.CASA,CASABLANCA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CRUSTACES VIVANTS, DECORTICAGEDES CEREVETTES ET CONGELATION ET STOKAGE DES PRODUITS CONGELES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
PP.71.0168.18,DELTA OCEAN 2,DELTA OCEAN 2,"ZONE INDUSTRIELLE EL MARSA, B.P,41,LAAYOUNE",LAAYOUNE,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,27.18064,-13.06349,9,"Laayoune, Morocco"
4740,DERAL,DERAL,ZONE INDUSTRIELLE DE LA VILLE D'EL MARSSA PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
3010,DERHEM SEA FOOD,DERHEM SEA FOOD,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,"CONGELATION, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, EVISCERATION ET ETETAGE ET FILETAGE DES PETITS PELAGIQUES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3931,DERHEM SEA FOOD,DERHEM SEA FOOD,ZI TASSILA III AIT MELLOUL TIQIOUINE,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3107,DERHEM SEA FOOD II,DERHEM SEA FOOD II,ZI TASSILA III AIT MELLOUL TIQIOUINE,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3073,DESHAYSES THERRY,DESHAYSES THERRY,QUARTIER INDUSTRIEL ESSAOUIRA,ESSAOUIRA,Morocco,FUMAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.5125,-9.77,7,"Essaouira, Morocco"
PP.71.2199.18,DIPROMER I,DIPROMER I,ZONE INDUSTRIELLE PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION ET MARINADE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
2265,DIPROMER II,DIPROMER II,BP 322 ZI VILLE DE QUARTIER EL MASSIRA ZI BP 327 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3360,DIPROMER III,DIPROMER III,ENCEINTE NOUVEAU PORT N° 6264 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PEF.5.0066.15,DISTRIBUTION LEGHLAM,DISTRIBUTION LEGHLAM,"N° 02 ROUTE 107, SIDI MOUMEN, CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.5811926,-7.5220043,9,"Route de Chabbou, 20075 Casablanca, Morocco"
1727,DOHA,DOHA,ZI AIT MELLOUL BIOUGRA BP 417 AGAIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PA.15.1.21,DOMAINE D’AIN AGHBAL,DOMAINE D’AIN AGHBAL,BP 54- 53100 AZROU,AZROU,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.4460238,-5.2278591,6,"53100 Azrou, Morocco"
PP.26.0263.20,E.D.M FISH TRADING,E.D.M FISH TRADING,"LOT C55 ZI TASSILA, DCHEIRA ELJIHADIA-INZEGANE AIT MELLOUL",AGADIR,Morocco,EVICETATION ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3026,EL LEON DEL DESIERTO II,EL LEON DEL DESIERTO II,"11 RUE FILAA HAY MY RACHID, , 71000BOUJDOUR",BOUJDOUR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,nan,25.66172,-13.68419,9,"Boujdour, Morocco"
3438,EL LEON DEL DESIERTO III,EL LEON DEL DESIERTO III,CITE DITE M'HMED AUTOROUTE TEMARA,TEMARA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,CONGELATION, FILETAGE ET ENTREPOSAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.92866,-6.90656,9,"Temara, Skhirate-Temara, Morocco"
PEF.6.0156.18,ENTREPOT FRIGORIFIQUE PATY'S,ENTREPOT FRIGORIFIQUE PATY'S,LOT 169 à 180 ZONE INDUSTRIELLE SUD OUEST DE MOHAMMEDIA,MOHAMMEDIA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.69,-7.4,7,"Mohammedia, Morocco"
PEF.25.0216.19,ENTREPOT FRIGORIFIQUE SAY FISHERIES,ENTREPOT FRIGORIFIQUE SAY FISHERIES,"PARCELLE N° 261, ZONE DE PECHE HAUTURIERE, PORT DE PECHE AGADIR",AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.74.0234.20,ENTREPOT VILLAMAR,ENTREPOT VILLAMAR,ZONE INDUSTRIELLE HAY SALAM - DAKHLA,DAKHLA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
6091,ERG CONSERVE,ERG CONSERVE,234 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
6370,ERG DELICE,ERG DELICE,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,PLATS CUISINES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.50.0176.18,ESTRELLA DE MAR,ESTRELLA DE MAR,PORT DE PECHE BENI-ENSAR NADOR,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
3517,ETABLISSEMENT AL HARDOUFI,ETABLISSEMENT AL HARDOUFI,"PARCELLES N° 73 , 74 ET 75 ZONE INDUSTRIELLE I NOUVEAU PORT D’AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.25.0150.18,ETABLISSEMENT EL HARDOUFI 2,ETABLISSEMENT EL HARDOUFI 2,PARCELLE 73-74 et 75 NOUVEAU PORT D' AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.24.0248.20,ETABLISSEMENT SOUIRAH,ETABLISSEMENT SOUIRAH,"73 Bd MOULAY HICHAM, ZONE INDUSTRIELLE",ESSAOUIRA,Morocco,CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.5125,-9.77,7,"Essaouira, Morocco"
1005,EVER FREESE,EVER FREESE,ESSAOUIRA,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.38839,-9.5973034,10,"Essaouira, Chemin des Dunes, 80015 Agadir, Morocco"
2457,EXPRESS FISH,EXPRESS FISH,ROUTE DE JORF EL YOUDI LOT CONTRAS,CASABLANCA,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, ETETAGE ET EVISCERATION ET FILETAGE DU POISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
PP.26.0010.14,EXPRESS MAREE,EXPRESS MAREE,"LOT N°33-34 ZONE INDUSTRIELLE TASSILA JIHADIA,DCHEIRA INZEGANE AIT MELLOUL AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.33729,-9.49783,9,"Ait Melloul, Inezgane-Ait Mellou, Morocco"
1884,F.M.C.A,F.M.C.A,ROUTE DE L OCEAN QI ANZA AGADIR BP 6145-CP 70014 AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
2647,FADILI FRIGO,FADILI FRIGO,ZONE INDUSTRIELLE .HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.19.0005.14,FATINA FOOD BUSINESS,FATINA FOOD BUSINESS,"LOT 184, Q.I SIDI GHANEM, ROUTE DE SAFI MARRAKECH",MARRAKECH,Morocco,SEMI-CONSERVE ET CONSERVES DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
PP.34.3846.19,EL HANDAOUI,EL HANDAOUI,PORT DE PECHE TANGER,TANGER,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
2329,FINNAOUI PESCA ALGARVE,FINNAOUI PESCA ALGARVE,QUARTIER INDUSTRIEL PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.34.0033.14,FISH AND COMPANY T.F.Z,FISH AND COMPANY T.F.Z,LOT N° 17 ZONE FRANCHE D'EXPORTATION GZENAYA TANGER,TANGER,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
3217,FISHLAY,FISHLAY,N° 209 210 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PEF.8.0200.19,FISH MER,FISH MER,"Route El Gara, km 6,8 Sidi hajjaj Tit Mellil",MEDIOUNA/NOUACEUR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.55808,-7.48647,9,"Tit Mellil, Mediouna, Morocco"
PP.8.0267.20,FISH MER 1,FISH MER 1,"Route El Gara, km 6,8 Sidi hajjaj Tit Mellil",MEDIOUNA/NOUACEUR,Morocco,"CONGELATION DES PRODUITS DE LA PECHE, FILETAGE ET CUISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.55808,-7.48647,9,"Tit Mellil, Mediouna, Morocco"
PP.71.0191.18,FLUCA PESCA,FLUCA PESCA,Lot N° 96 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.52.3128.18,FOR FISH,FOR FISH,102 RUE BOUMAZEL QUARTIER INDUSTRIELSAFI,SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.16667,-8.83333,1,"Safi, Morocco"
4081,FRAIMER,FRAIMER,"LOT EL MASSAR, N 728 QUARTIER INDUSTRIELLE SIDI GHANEM MARRAKECH",MARRAKECH,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.6986,-7.98151,9,"Sidi Ghanem, Kelaa-Des-Sraghna, Morocco"
3283,FRATERE - B –PESCA,FRATERE - B –PESCA,LOT N° 8 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
1571,FRE SOUSS(STE),FRE SOUSS(STE),"67, BOULVARD AHMED MANSOUR EDDAHBI QUARTIER INDUSTRIELLE AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.19.0170.18,FRICTAS,FRICTAS,"N° 516 LOTISSEMENT AL MASSAR, EXTENSION ATELIER I QUARTIER INDUSTRIEL 40000 MARRAKECH",MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
2008,FRIGEMA,FRIGEMA,N° 10 RUE 2 MARS QUARTIER INDUSTRIELLE BP 232 AGADIR,AGADIR,Morocco,"CONGELATION, FILETAGE ET ENTREPOSAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.74.3395.18,FRIGO ADNANE,FRIGO ADNANE,ZONE.NDUSTRIELLE I HAY ESSALAM DAKHLA,DAKHLA,Morocco,"CONGELATION, ETETAGE ET EVISCERATION DES PETITS PELAGIQUES ET CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3088,FRIGO AMRAD,FRIGO AMRAD,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.68.4021.18,FRIGO BOUCHTA,FRIGO BOUCHTA,ZONE INDUSTRIELLE EXTRAPORTUAIRE BP 115 EL OUATIA TAN TAN PLAGE,TAN TAN,Morocco,"CONGELATION, FILETAGE, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, MARINADE ET SALAGE DE POISSON","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.48,-11.34,7,"Tan-Tan Plage, Guelmim-Es Semara, Morocco"
3218,FRIGO CHORFA,FRIGO CHORFA,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2247,FRIGO DIDA MAR,FRIGO DIDA MAR,HAY MOULAY RACHID VILLE DE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3029,FRIGO MASSIRA,FRIGO MASSIRA,LOT N° 97 ZONE INDUSTRIELLE DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
1621,FRIGO ONP,FRIGO ONP,COMPLEXE FRIGORIFIQUE DE L ONP BP 42 ANCIEN PORT AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.59.0206.19,FRIGO OULED ZIANE,FRIGO OULED ZIANE,"Tribu Ouled Ziane Douar Lagrarsa Commune rurale Deroua, Berrechid",BERRECHID,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.26553,-7.58754,9,"Berrechid, Settat, Morocco"
3476,FRIGO TASSILA,FRIGO TASSILA,"LOT 61, QUARTIER INDUSTRIELLE TASSILA III TIKIOUINE AGADIR",AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
2916,FRIOCONDAL,FRIOCONDAL,ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
