approval_no,plant_name,company,address,town_region,country,activity,activity_type,latitude,longitude,geocode_confidence,geocode_formatted
PP.74.0187.18,SOBIFISH,SOBIFISH,Z.I HAY ESSALAM DAKHLA,DAKHLA,Morocco,EVISCERATION ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2908,SOCCOPO,SOCCOPO,"LOT N° 80 ZONE INDUSTRIELLE,PORT DE LAAYOUNE BP 52",LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
PP.71.3335.18,SOCIETE DE CONGELATION EL MOSTAKIM,SOCIETE DE CONGELATION EL MOSTAKIM,LOT 110 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
2330,SOCOPTER,SOCOPTER,PARCELLE 81 NOUVEAU PORT BP 1798 AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.71.0161.18,SOGSACO,SOGSACO,"ZONE INDUSTRIEL,PORT DE LAAYOUNE",LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
1905,SOGENCO I,SOGENCO I,ROUTE DU JORF EL YOUDI BP 56 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1638,SOGENCO II,SOGENCO II,ROUTE DU JORF EL YOUDI BP 56 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
6225,SOGLAMA,SOGLAMA,PARCELLE N° 2 NOUVEAU PORT D'AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3210,SOLACOP,SOLACOP,NOUVELLE ZI LOT N 87 DAKHLA,DAKHLA,Morocco,CONGELATION DES PRODUITS DE LA PECHE ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
4696,SOLICOMA,SOLICOMA,RUE DE L'OCEAN QUARTIER INDUSTRIEL ANZA AGADIR 80090 AGADIR,AGADIR,Morocco,"CONGELATION, ETEVISCERATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.25.0177.18,SOLICOMA III,SOLICOMA III,QUARTIER INDUSTRIEL ANZA AGADIR,AGADIR,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1518,SOMAFACO,SOMAFACO,"KM 10.500 ROUTE D'ELJADIDA, LISSASFA 20230 CASABLANCA",CASABLANCA,Morocco,CHARCUTERIE A BASE DE SURIMI DE POISSON CONGELE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
3665,SOMAFISH,SOMAFISH,"NOT 44 – 46, NOUVEAU PORT D'AGADIR",AGADIR,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION, FILETAGE, FUMAGE DU POISSON ISSU DE LA PECHE ET DE L'AQUACULTURE, ENTREPOSAGE ET PREPARARTION DE BURGERS DE POISSONS CONGELES, DE BOULETTES DE POISSON CONGELES ET DU MERGUEZ","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1795,SOMECOP,SOMECOP,ZONE INDUSTRIELLE LOTISSEMENT 38 ROUTE DE MARTIL TETOUAN,M'DIQ,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION, FILETAGE, SEMI- CONSERVE, CUISSON DE POISSON, DECORTICAGE ET CONGELATION DES OURSINS DE MER, DECORTICAGE DE L'ENGOUSTINE CONGELEE ET PRE-CUISSON ET CONGELATION DES ANEMONES DE MER","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.68571,-5.32507,7,"M'Diq, Tetouan, Morocco"
PP.34.0197.19,SOMECOP 2,SOMECOP 2,NOUVEAU PORT DE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
4645,SOMERPIP II,SOMERPIP II,ZONE INDUSTRIELLE D'EL JADIDA LOT 266,EL JADIDA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.2098244,-8.4871566,8,"Zone Industrielle d'El Jadida, El Jadida, El Jadida Province, Morocco"
3748,SOPCODA,SOPCODA,"Z.I. EXTRA PORTUAIRE BP 217, EL OUATIA, TANTAN PLAGE",TAN TAN,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.08333,-11.08333,1,"Tan-Tan, Morocco"
PP.71.3702.19,SOPIMAS,SOPIMAS,LOT B 37 Z I PORT DE LAAYOUNE,LAAYOUNE,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHA A L'ETAT FRAIS ETCONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
3282,SOSAFRED,SOSAFRED,ZI ESSALAM DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3363,SOTRA PECHE,SOTRA PECHE,NOUVELLE ZI LOT 69 ET 71 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.71.0126.17,SOTRAGEL CONGELATION,SOTRAGEL CONGELATION,BP N° 62 ZONE INDUSTRIELLE EL MARSA LAAYOUNE,LAAYOUNE,Morocco,"CONDITIONNEMENT POISSON FRAIS, CONGELATION ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.59.6092.20,FRESH CORP MOROCCO (SOTRET),FRESH CORP MOROCCO (SOTRET),"COMMUNE OUELD SEBBAH, HANGAR N°3 EL GARA BERCHID",BERRECHID,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS, CONGELATION, ENTREPOSAGE ET PLATS CUISINES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.26553,-7.58754,9,"Berrechid, Settat, Morocco"
PP.50.0196.18,SOUFISH,SOUFISH,PORT DE PECHE SE BENI ENSAR NADOR,NADOR,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.16813,-2.93352,7,"Nador, Morocco"
PP.26.0201.19,SOUSS POISSONS,SOUSS POISSONS,"Avenue Alfarabi, lot D4 ZI Tassila Dceira- Inzegane AIT Melloul",AGADIR,Morocco,CONGELATION ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.33729,-9.49783,9,"Ait Melloul, Inezgane-Ait Mellou, Morocco"
4971,SOVAPEC,SOVAPEC,PORT DE PECHE DE TAN TAN,TAN TAN,Morocco,HUILE DE POISSON A CONSOMMATION HUMAINE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",28.43288,-11.08697,1,"Tan Tan, Tan-Tan, Morocco"
2939,SOZACOP,SOZACOP,QI HAY ES SALAM DAKHLA OU NOUVELLE ZI DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.52.0107.16,SP.MAR,SP.MAR,"Z.I ROUTE DE DJORF EL YOUDI,SAFI",SAFI,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
2921,SUPER CONGEL,SUPER CONGEL,QI HAY ES SALAM DAKHLA NOUVELLE ZI,DAKHLA,Morocco,"ETETAGE, EVISCERATION, CONGELATION DES PETITS PELAGIQUES ET CONDITIONNEMENT DES PRODUITS DE L'AQUACULTURE FRAIS","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.74.2599.18,SYNEDAKH,SYNEDAKH,ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3746,TAJMID FISH,TAJMID FISH,ZI MOULAY RACHID RUE 3 LOT 124 CASABLANCA,CASABLANCA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.58831,-7.61138,6,"Casablanca, Morocco"
2723,TAM,TAM,BD DES ZENETAS ET HASSAN II. MOHAMMEDIA,MOHAMMADIA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",33.68607,-7.38298,7,"Mohammedia, Morocco"
PP.74.0229.19,TAN TAN FRIGO,TAN TAN FRIGO,Lot n° 6 ZONE INDUSTRIELLE HAY ESSALAM DAKHLA,DAKHLA,Morocco,"ETETAGE, EVISCERATION ET CONGELATION","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.60.0089.16,TARIFET DOS MAR,TARIFET DOS MAR,PORT DE MEHDIA KENITRA,KENITRA,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.2715531,-6.6446354,9,"Kasbat el Mehdia, Mehdya, باشوية المهدية, Morocco"
3224,TAYART FRIGO,TAYART FRIGO,RUE OUED ESDDAHAB N° 5 DAKHLA,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.42.0069.15,TAZA FOOD SERVICES SARL,TAZA FOOD SERVICES SARL,"LOT 81,82,83,84,85 ZONE INDUSTRIELLE 2 TAZA",TAZA,Morocco,DECORTICAGE DES CREVETTES,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.21,-4.01,7,"Taza, Morocco"
PEF.42.0070.15,TAZA FOOD SERVICES SARL,TAZA FOOD SERVICES SARL,"LOT 81,82,83,84,85 ZONEINDUSTRIELLE 2 TAZA",TAZA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,34.21,-4.01,7,"Taza, Morocco"
3397,TECHLA,TECHLA,Z I Hay SalamDAKHLA,DAKHLA,Morocco,"ETETAGE, EVISCERATION ET CONGELATION DES PETITS PELAGIQUES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
2742,THALASSA PRODUCTS,THALASSA PRODUCTS,PARCELLE N° 9 NOUVEAU PORT AGADIR,AGADIR,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PP.74.2582.18,TICHNA PECHE,TICHNA PECHE,N° 209 210 ZONE INDUSTRIELLE ESSALAM DAKHLA,DAKHLA,Morocco,EVISCERATION ET CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
3009,TIRES MER,TIRES MER,85 QI HAY ES SALAM DAKHLA ZI HAY ESSALAM,DAKHLA,Morocco,CONGELATION,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.41071,-9.55572,9,"Dakhla, Oued ed Dahab-Lagouira, Morocco"
PP.71.5042.20,TISSIR PORT,TISSIR PORT,LOT N° 32 ZONE INDUSTRIELLE EL MARSA PORT DE LAAYOUNE,LAAYOUNE,Morocco,"CONGELATION DES PRODUITS DE LA PECHE, CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET FILETAGE","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.83333,-12.33333,9,"Laayoune, Morocco"
PP.40.2004.18,TK FISH,TK FISH,N 42 ZONE INDUSTRIELLE ROUTE DE MARTIL TETOUAN,M'DIQ,Morocco,"CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS ET DECORTICAGE DES CREVETTES, SAUMURAGE DES CREVETTES DECORTIQUES, MARINADE, CONDITIONNEMENT DES PRODUITS DE L'AQUACULTURE, CONDITIONNEMENT ET TRANSFORMATION DES TRANCHES DE SAUMON FARCIES AU FROMAGE BLANC ET RECUPERATION ET CONDITIONNEMENT DE LA CARAPACE FRAICHE DES CREVETTES DESTINEE A LA CONSOMMATION HUMAINE ET CONGELATION DES CREVETTES","ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.9110395,-5.3829102,9,"Route du Poste Frontière de Benzú, Belyounech, Morocco"
2503,TOP QUALITY FISH SERVICE,TOP QUALITY FISH SERVICE,PARCELLE N 8 NOUVEAU PORT AGADIR BP 5231,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
1654,UNIMER / ETAMAR,UNIMER / ETAMAR,11 ROUTE DE ZENATAS RUE L – AIN SEBAA CASABLANCA Q.I ANZA AGADIR BP 124,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
4138,UNIMER CNA 1,UNIMER CNA 1,ROUTE ELL YOUDI SAFI BP 129 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1061,UNIMER CNA 2,UNIMER CNA 2,ROUTE DU JORF EL YOUDI BP 41 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1592,UNIMER CNA 3,UNIMER CNA 3,N° 4 RUE EL BAHARA BP 85 Q.I ANZA AGADIR,AGADIR,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
3530,UNIMER/ ETAMAR,UNIMER/ ETAMAR,ROUTE EL YOUDI BP 114 SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1172,UNIMER-MEHDIA,UNIMER-MEHDIA,BP 228 PORT DE MEHDIA,KENITRA,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",34.2715531,-6.6446354,9,"Kasbat el Mehdia, Mehdya, باشوية المهدية, Morocco"
1896,UNION MAREE,UNION MAREE,"1, PLACE PRINCE SIDI MOHAMED BP 1544 CASA CARE 20300 SAFI",SAFI,Morocco,CONDITIONNEMENT DES PRODUITSS DE LA PECHE A L'ETAT FRAIS ET DES ŒUFS D'OURSINS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT E T O U CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1897,UPA II,UPA II,ROUTE EL YOUDI SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
1433,UPA III,UPA III,ROUTE EL YOUDI SAFI,SAFI,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",32.29939,-9.23718,7,"Safi, Morocco"
PP.71.0217.19,VAL FISH,VAL FISH,"LOT 113, ZONE INDUSTRIELLE EL MARSA, LAAYOUNE",LAAYOUNE,Morocco,MARINADE DES PETITS PELAGIQUES ET CEPHALOPODES ET CONGELATION ET FILETAGE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",27.18064,-13.06349,9,"Laayoune, Morocco"
PP.34.3747.18,VALOFISH,VALOFISH,PORT DE PECHE TANGER,TANGER,Morocco,CONDITIONNEMENT DES PRODUITS DE LA PECHE A L'ETAT FRAIS,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",35.76727,-5.79975,6,"Tangier, Tanger-Assilah, Morocco"
1363,VANELLI MAROC,VANELLI MAROC,QI AIT MELLOUL AGADIR,AGADIR,Morocco,SEMI-CONSERVE,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",30.42018,-9.59815,7,"Agadir, Agadir-Ida-ou-Tnan, Morocco"
PEF.19.0104.16,VITA MER,VITA MER,LOT N° 508 LOTISSEMENT AL MASSAR ROUTE DE SAFI MARRAKECH,MARRAKECH,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,31.63416,-7.99994,6,"Marrakesh, Marrakech, Morocco"
3305,VMM,VMM,"KM 9 ROUTE EL JADIDA, ZI DE LISSASFA. CASA 9 RUE SAINT EMILLON 20300 CASA",CASABLANCA,Morocco,CONSERVE DE POISSON,"ETABLISSEMENTS OU ENTREPRISES DE PRODUCTION, DE TRAITEMENT, DE TRANSFORMATION, DE CONDITIONNEMENT ET OU CONSERVATION DES PRODUITS ET SOUS PRODUITS DE LA PECHE",,,,
PEF.5.0054.15,VMM,VMM,"Z.I LISSASFA,KM 9,ROUTE EL JADIDA CASABLANCA",CASABLANCA,Morocco,ENTREPOSAGE,ENTREPOSAGE DES PRODUITS DE LA PECHE SOUS TEMPERATURE DIRIGEE Y COMPRIS LES COQUILLAGES,33.58831,-7.61138,6,"Casablanca, Morocco"
